split,task_type,slot_masked_pattern,count
validation,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,1
validation,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,2
validation,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,3
validation,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,4
validation,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,4
validation,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,12
validation,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,7
validation,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,3
validation,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,4
validation,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,10
validation,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,13
validation,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,8
validation,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,9
validation,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,11
validation,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,6
validation,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,4
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,6
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,4
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,5
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب كلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,6
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,5
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,4
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,6
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,7
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,11
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب محطة وقود، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,6
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,6
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مدرسة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,5
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,8
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,4
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مستشفى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,9
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,4
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,1
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مطعم، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,7
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,2
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,4
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,5
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,3
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,5
validation,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب مقهى، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,1
validation,within_radius_yes_no,هل يوجد بنك ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,1
validation,within_radius_yes_no,هل يوجد جامعة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,10
validation,within_radius_yes_no,هل يوجد صيدلية ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,7
validation,within_radius_yes_no,هل يوجد عيادة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,34
validation,within_radius_yes_no,هل يوجد كلية ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,4
validation,within_radius_yes_no,هل يوجد محطة وقود ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,36
validation,within_radius_yes_no,هل يوجد مدرسة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,7
validation,within_radius_yes_no,هل يوجد مستشفى ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,171
validation,within_radius_yes_no,هل يوجد مطعم ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,4
validation,within_radius_yes_no,هل يوجد مقهى ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,6
